26.1	0.000109492
26.2	0.00010757
26.3	0.000105686
26.4	0.000103841
26.5	0.000102033
26.6	0.000100263
26.7	9.85277E-05
26.8	9.68275E-05
26.9	9.51626E-05
27	9.35312E-05
27.1	9.19325E-05
27.2	9.03666E-05
27.3	8.88324E-05
27.4	8.73291E-05
27.5	8.58564E-05
27.6	8.44135E-05
27.7	8.29994E-05
27.8	8.16141E-05
27.9	8.02567E-05
28	7.89267E-05
28.1	7.76236E-05
28.2	7.63464E-05
28.3	7.50947E-05
28.4	7.3868E-05
28.5	7.26661E-05
28.6	7.14883E-05
28.7	7.03338E-05
28.8	6.92022E-05
28.9	6.80928E-05
29	6.70059E-05
29.1	6.59401E-05
29.2	6.48954E-05
29.3	6.38711E-05
29.4	6.2867E-05
29.5	6.18826E-05
29.6	6.09174E-05
29.7	5.99709E-05
29.8	5.9043E-05
29.9	5.81327E-05
30	5.72404E-05
30.1	5.6365E-05
30.2	5.55065E-05
30.3	5.46644E-05
30.4	5.38381E-05
30.5	5.30277E-05
30.6	5.22326E-05
30.7	5.14526E-05
30.8	5.06872E-05
30.9	4.99359E-05
31	4.91987E-05
31.1	4.84753E-05
31.2	4.7765E-05
31.3	4.7068E-05
31.4	4.63836E-05
31.5	4.57118E-05
31.6	4.50522E-05
31.7	4.44044E-05
31.8	4.37685E-05
31.9	4.31438E-05
32	4.25303E-05
32.1	4.19275E-05
32.2	4.13355E-05
32.3	4.07538E-05
32.4	4.01824E-05
32.5	3.96208E-05
32.6	3.9069E-05
32.7	3.85268E-05
32.8	3.79936E-05
32.9	3.74697E-05
33	3.69545E-05
33.1	3.64481E-05
33.2	3.595E-05
33.3	3.54603E-05
33.4	3.49785E-05
33.5	3.45049E-05
33.6	3.40389E-05
33.7	3.35804E-05
33.8	3.31293E-05
33.9	3.26855E-05
34	3.22487E-05
34.1	3.18187E-05
34.2	3.13957E-05
34.3	3.0979E-05
34.4	3.05689E-05
34.5	3.01652E-05
34.6	2.97676E-05
34.7	2.93759E-05
34.8	2.89902E-05
34.9	2.86102E-05
35	2.82358E-05
35.1	2.7867E-05
35.2	2.75035E-05
35.3	2.71455E-05
35.4	2.67924E-05
35.5	2.64445E-05
35.6	2.61014E-05
35.7	2.57632E-05
35.8	2.54297E-05
35.9	2.51008E-05
36	2.47764E-05
36.1	2.44564E-05
36.2	2.41407E-05
36.3	2.38293E-05
36.4	2.3522E-05
36.5	2.32187E-05
36.6	2.29193E-05
36.7	2.26239E-05
36.8	2.23322E-05
36.9	2.20443E-05
37	2.176E-05
37.1	2.14791E-05
37.2	2.12017E-05
37.3	2.09279E-05
37.4	2.06572E-05
37.5	2.03899E-05
37.6	2.01257E-05
37.7	1.98646E-05
37.8	1.96067E-05
37.9	1.93518E-05
38	1.90997E-05
38.1	1.88505E-05
38.2	1.86039E-05
38.3	1.83604E-05
38.4	1.81194E-05
38.5	1.78811E-05
38.6	1.76453E-05
38.7	1.74121E-05
38.8	1.71814E-05
38.9	1.69531E-05
39	1.67272E-05
39.1	1.65036E-05
39.2	1.62822E-05
39.3	1.60632E-05
39.4	1.58463E-05
39.5	1.56315E-05
39.6	1.54189E-05
39.7	1.52083E-05
39.8	1.49998E-05
39.9	1.47932E-05
40	1.45886E-05
40.1	1.43859E-05
40.2	1.4185E-05
40.3	1.3986E-05
40.4	1.37888E-05
40.5	1.35934E-05
40.6	1.33997E-05
40.7	1.32076E-05
40.8	1.30173E-05
40.9	1.28286E-05
41	1.26415E-05
41.1	1.24559E-05
41.2	1.2272E-05
41.3	1.20895E-05
41.4	1.19085E-05
41.5	1.1729E-05
41.6	1.15509E-05
41.7	1.13742E-05
41.8	1.11989E-05
41.9	1.1025E-05
42	1.08524E-05
42.1	1.06811E-05
42.2	1.05111E-05
42.3	1.03423E-05
42.4	1.01748E-05
42.5	1.00086E-05
42.6	9.84347E-06
42.7	9.67957E-06
42.8	9.51684E-06
42.9	9.35523E-06
43	9.19475E-06
43.1	9.03538E-06
43.2	8.87708E-06
43.3	8.71985E-06
43.4	8.56366E-06
43.5	8.40849E-06
43.6	8.25436E-06
43.7	8.10121E-06
43.8	7.94905E-06
43.9	7.79784E-06
44	7.6476E-06
44.1	7.49827E-06
44.2	7.34987E-06
44.3	7.20238E-06
44.4	7.05577E-06
44.5	6.91006E-06
44.6	6.76519E-06
44.7	6.62118E-06
44.8	6.47801E-06
44.9	6.33565E-06
45	6.19412E-06
45.1	6.05339E-06
45.2	5.91344E-06
45.3	5.77427E-06
45.4	5.63586E-06
45.5	5.49821E-06
45.6	5.36132E-06
45.7	5.22514E-06
45.8	5.08968E-06
45.9	4.95496E-06
46	4.82092E-06
46.1	4.68758E-06
46.2	4.55492E-06
46.3	4.42293E-06
46.4	4.29162E-06
46.5	4.16096E-06
46.6	4.03094E-06
46.7	3.90156E-06
46.8	3.77282E-06
46.9	3.64469E-06
47	3.51718E-06
47.1	3.39028E-06
47.2	3.26397E-06
47.3	3.13826E-06
47.4	3.01312E-06
47.5	2.88857E-06
47.6	2.76458E-06
47.7	2.64116E-06
47.8	2.51829E-06
47.9	2.39596E-06
48	2.27418E-06
48.1	2.15294E-06
48.2	2.03224E-06
48.3	1.91205E-06
48.4	1.79237E-06
48.5	1.67321E-06
48.6	1.55455E-06
48.7	1.4364E-06
48.8	1.31874E-06
48.9	1.20157E-06
49	1.08488E-06
49.1	9.68678E-07
49.2	8.52951E-07
49.3	7.37695E-07
49.4	6.22909E-07
49.5	5.08587E-07
49.6	3.94731E-07
49.7	2.81338E-07
49.8	1.68417E-07
49.9	5.59861E-08
50	0
20.0738	0.018155601
20.2161	0.033535766
22.6989	0.001991709
22.7237	0.00386471
23.172	0.00089719
2.7848	4.03819E-10
2.8909	0.006778742
2.9157	0.011975383
3.1002	2.90199E-05
3.1049	4.36158E-05
3.3309	3.33691E-10
3.364	0.001446795
3.4094	4.90925E-06
2.519	0.001138406
2.6251	1.10838E-09
2.6499	1.48363E-05
2.8344	0.075740286
2.8391	2.64716E-07
3.0651	0.000190196
3.0982	1.80092E-06
3.1436	0.002638894
2.3767	0.002566026
2.4828	1.39033E-05
2.5076	1.39947E-05
2.6921	0.015205436
2.6968	0.136351938
2.9228	0.001640893
2.9559	1.27191E-05
3.0013	0.018405991
