1	2.20508E-07
1.1	1.02737E-06
1.2	3.48824E-06
1.3	9.45725E-06
1.4	2.16806E-05
1.5	4.38469E-05
1.6	8.03724E-05
1.7	0.000135764
1.8	0.000214635
1.9	0.000321359
2	0.000460774
2.1	0.000637171
2.2	0.000852928
2.3	0.001110418
2.4	0.001411269
2.5	0.00175638
2.6	0.00214601
2.7	0.002579829
2.8	0.003056924
2.9	0.003575879
3	0.001213733
3.1	0.00101198
3.2	0.001146894
3.3	0.00128875
3.4	0.001255302
3.5	0.001389848
3.6	0.001539085
3.7	0.001691362
3.8	0.001845976
3.9	0.0020023
4	0.002163553
4.1	0.002329598
4.2	0.002496283
4.3	0.002663136
4.4	0.002829663
4.5	0.002995431
4.6	0.003159996
4.7	0.003322995
4.8	0.003484005
4.9	0.003642681
5	0.003800072
5.1	0.003955876
5.2	0.004108436
5.3	0.004257533
5.4	0.004402897
5.5	0.004544329
5.6	0.004681679
5.7	0.004814741
5.8	0.004943395
5.9	0.005067506
6	0.005189479
6.1	0.005309299
6.2	0.005424371
6.3	0.005534607
6.4	0.005639938
6.5	0.005740331
6.6	0.00583571
6.7	0.005926034
6.8	0.006011279
6.9	0.006091415
7	0.006166445
7.1	0.006236347
7.2	0.006301053
7.3	0.006360571
7.4	0.00641486
7.5	0.006463953
7.6	0.006507818
7.7	0.00654651
7.8	0.006579987
7.9	0.006608308
8	0.006633346
8.1	0.006655063
8.2	0.006671646
8.3	0.006683124
8.4	0.006689552
8.5	0.006690998
8.6	0.006687503
8.7	0.006679182
8.8	0.006666123
8.9	0.006648406
9	0.006626163
9.1	0.006599501
9.2	0.006568542
9.3	0.006533443
9.4	0.006494347
9.5	0.006451384
9.6	0.006404726
9.7	0.006354529
9.8	0.006300963
9.9	0.006244207
10	0.006185535
10.1	0.006125043
10.2	0.006061734
10.3	0.005995813
10.4	0.00592743
10.5	0.00585678
10.6	0.005784025
10.7	0.005709346
10.8	0.005632906
10.9	0.005554882
11	0.005475434
11.1	0.005394725
11.2	0.0053129
11.3	0.005230118
11.4	0.005146529
11.5	0.005062267
11.6	0.004977476
11.7	0.004892268
11.8	0.00480679
11.9	0.004721147
12	0.004635456
12.1	0.004549817
12.2	0.004464342
12.3	0.004379125
12.4	0.004294257
12.5	0.004209813
12.6	0.00412588
12.7	0.004042535
12.8	0.00395984
12.9	0.003877856
13	0.003796654
13.1	0.003716285
13.2	0.00363679
13.3	0.003558225
13.4	0.003480624
13.5	0.003404027
13.6	0.003328468
13.7	0.003253973
13.8	0.003180573
13.9	0.003108286
14	0.003037141
14.1	0.002967143
14.2	0.002898316
14.3	0.002830663
14.4	0.002764197
14.5	0.002698925
14.6	0.002634852
14.7	0.002571981
14.8	0.002510306
14.9	0.00244983
15	0.002390661
15.1	0.002332775
15.2	0.00227606
15.3	0.002220503
15.4	0.0021661
15.5	0.00211284
15.6	0.002060716
15.7	0.00200972
15.8	0.001959833
15.9	0.00191105
16	0.001863352
16.1	0.001816727
16.2	0.001771164
16.3	0.001726644
16.4	0.001683154
16.5	0.001640678
16.6	0.001599201
16.7	0.001558704
16.8	0.001519172
16.9	0.001480587
17	0.001442936
17.1	0.001406198
17.2	0.001370357
17.3	0.001335398
17.4	0.0013013
17.5	0.001268047
17.6	0.001235625
17.7	0.001204014
17.8	0.001173198
17.9	0.001143161
18	0.001113885
18.1	0.001085354
18.2	0.001057551
18.3	0.00103046
18.4	0.001004065
18.5	0.000978351
18.6	0.000953302
18.7	0.0009289
18.8	0.000905134
18.9	0.000881988
19	0.000859444
19.1	0.000837492
19.2	0.000816115
19.3	0.000795299
19.4	0.00077503
19.5	0.000755297
19.6	0.000736083
19.7	0.000717379
19.8	0.00069917
19.9	0.000681444
20	0.000664195
20.1	0.00064741
20.2	0.000631071
20.3	0.000615166
20.4	0.000599686
20.5	0.000584617
20.6	0.000569949
20.7	0.000555672
20.8	0.000541777
20.9	0.000528253
21	0.000515089
21.1	0.000502278
21.2	0.000489808
21.3	0.000477672
21.4	0.000465861
21.5	0.000454365
21.6	0.000443176
21.7	0.000432287
21.8	0.000421689
21.9	0.000411373
22	0.000401335
22.1	0.000391563
22.2	0.000382054
22.3	0.000372797
22.4	0.000363788
22.5	0.000355019
22.6	0.000346484
22.7	0.000338176
22.8	0.00033009
22.9	0.000322219
23	0.000314556
23.1	0.000307098
23.2	0.000186112
23.3	0.000182671
23.4	0.000179296
23.5	0.000175986
23.6	0.000172739
23.7	0.000169557
23.8	0.000166435
23.9	0.000163375
24	0.000160374
24.1	0.000157433
24.2	0.000154549
24.3	0.000151722
24.4	0.000148952
24.5	0.000146236
24.6	0.000143574
24.7	0.000140965
24.8	0.000138408
24.9	0.000135902
25	0.000133447
25.1	0.00013104
25.2	0.000128683
25.3	0.000126372
25.4	0.000124109
25.5	0.00012189
25.6	0.000119717
25.7	0.000117587
25.8	0.000115501
25.9	0.000113457
26	0.000111454
